ชื่อโฆษณา,"ID โฆษณา",วัน,สถานะการแสดงโฆษณา,ระดับการแสดงโฆษณา,ประเภทผลลัพธ์,ผลลัพธ์,ต้นทุนต่อผลลัพธ์,ค่าคอนเวอร์ชั่นการซื้อ,"จำนวนเงินที่ใช้จ่ายไป (THB)","ROAS (ผลตอบแทนจากค่าใช้จ่ายในการโฆษณา) ของการซื้อ",อิมเพรสชัน,การเข้าถึง,การซื้อ,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,ต้นทุนต่อการเริ่มการสนทนาผ่านการส่งข้อความ,คำสั่งซื้อที่สร้างขึ้น,การคลิกลิงก์,"CTR (ทั้งหมด)","CPM (ต้นทุนต่ออิมเพรสชั่น 1,000 ครั้ง)",เริ่มการรายงาน,สิ้นสุดการรายงาน
"[19.09.25][หมิว] Flash Sale (Ghostly)",120237082272780260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[04.06.25][หมิว] เมื่อคนที่หมดแพชชัน (Ghostly)",120231094229140260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[31.10.25][หมิว] 30 เล่มสุดท้าย (Remains)",120239720681830260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[03.08.25][หมิว] ปัญหาใหญ่ขึ้น (Demons)",120236178671490260,2026-03-01,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[09.04.25][หมิว] สาดโปรร้อน รับสงกรานต์ (Promotion_Pack)",120225160831890260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[06.10.25][หมิว][มหกรรมหนังสือ30] พบนักเขียน ฮีลใจนักอ่าน (Engage)",120237852765230260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[26.03.25][หมิว] ประโยคที่ชอบจากหนังสือ (Capybara_เล่มเดี่ยว)",120222798553060260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.05.25][หมิว] เปิดตัวเล่มใหม่ 4 หนังสือบีบหัวใจ (Ghostly)",120229092544240260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.05.25][หมิว] เปิดตัวเล่มใหม่ 3 เรื่องราวของวิญญาณ (Ghostly)",120229082693980260,2026-03-01,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[05.10.25][หมิว] เมื่ออดีตยมทูต (Remains)",120238147879750260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[24.08.24] [หมิว] Payday เทบุฟเฟต์ 999.- (สีอื่น)",120214988816150260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[03.10.25][หมิว] เปิดตัวเล่มใหม่ (Remains)",120237990313990260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[25.03.26][หมิว] 50 กฎลับที่ช่วยให้ค้นพบความสุข (Witches)",120246035922510260,2026-03-01,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.07.25][หมิว] ถ้าวันไหนไม่ไหว (Tried)",120233016227300260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[29.08.25][หมิว] วันนี้ไม่สุข (Witches)",120236022117180260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.08.25][หมิว] ซื้อ Boxset แถม V.2 Wallpaper (Witches)",120235595324310260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[04.06.25][หมิว] เมื่อคนที่หมดแพชชัน (Ghostly)",120233217942920260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[19.01.26][หมิว] คนไม่ใช่หุ่นยนต์ (Trap)",120243646421320260,2026-03-01,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[04.06.25][หมิว] เมื่อคนที่หมดแพชชัน (Ghostly)",120234015013830260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.07.25][หมิว] ถ้าวันไหนไม่ไหว (Tried)",120233015934350260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[17.10.25][หมิว] เคยเป็นไหม (Ghostly)",120239112820710260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[09.09.25][หมิว] ถ้าเห็นข้อความนี้ (Witches)",120236551716300260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[06.08.25][หมิว] 8.8 Free Planner (Witches)",120234488156010260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[13.06.25][หมิว] คะแนน9.9/10 (Ghostly)",120231051953850260,2026-03-01,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.07.25][หมิว] เปิดตัวเล่มใหม่ (Tried)",120232944922460260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.07.25][หมิว] เปิดตัวเล่มใหม่ (Tried)",120232950082970260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[11.08.25][หมิว] E-Book The Witches without Price (Witches)",120234715269330260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[22.08.25][หมิว] Payday August 2 Box 999 (Promotion_Payday)",120235426046570260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[14.08.25][หมิว] เมื่อคนที่แบกทุกอย่าง (Tried)",120234867832790260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[15.09.25][หมิว] สปอย 1 เมื่อบางอย่าง (Remains)",120236741816870260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[09.10.25][หมิว] 2 เล่มนี้ต่างกันยังไง (Remains)",120238267686370260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[14.08.25][หมิว] เมื่อคนที่แบกทุกอย่าง (Tried)",120234868188970260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[07.04.25][หมิว] Real Post (Gift)",120224927317090260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[20.08.25][หมิว] แจกฟรี Magic เมื่อซื้อหนังสือ (Promotion)",120235300148710260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[03.09.25][หมิว] หนังสือเปลี่ยนชีวิต! ปี 2025 (Demons)",120236332547680260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[03.09.25][หมิว] ยังต้องยิ้ม ทั้งที่ใจพัง (Demons)",120236168346420260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[03.09.25][หมิว] หนังสือเปลี่ยนชีวิต! ปี 2025 (Demons)",120235857917910260,2026-03-01,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[25.10.24] [หมิว] ชีวิตที่มีแมวเป็นเพื่อน (Life)",120216557755960260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[28.08.25][หมิว] ฉลองยอดขาย (Ghostly)",120235867295000260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[03.10.25][หมิว] หมึกซึมพาซึม (Remains)",120243283383000260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[03.09.25][หมิว] หนังสือเปลี่ยนชีวิต! ปี 2025 (Demons)",120236022321490260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[13.09.25][หมิว] ความโดดเดี่ยว (Ghostly)",120236750413760260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[11.09.25][หมิว] แจกฟรี! วอลเปเปอร์ปีศาจ (Demons)",120236735224650260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[04.06.25][หมิว] เมื่อคนที่หมดแพชชัน (Ghostly)",120235432137830260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[04.06.25][หมิว] เมื่อคนที่หมดแพชชัน (Ghostly) - Copy",120235432327880260,2026-03-01,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[25.01.25][หมิว] หนังสืออ่านแล้วพลังในการเริ่มใหม่ (Kidmakk)",120235755764190260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[07.07.25][หมิว] เมื่อชีวิต คือบททดสอบที่ท้าทาย (ปีศาจตัวนั้น)",120232406514500260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[01.08.25][หมิว] E-Book มาแล้ว (Ghostly)",120234815139440260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[29.04.26][หมิว] เหลือเพียง 20 เล่มสุดท้าย (Ghostly)",120248073952910260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[28.05.25][หมิว] หนังสือฉบับลายเซ็น “หมึกซึม” (Ghostly)",120229609996680260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[03.09.25][หมิว] ยังต้องยิ้ม ทั้งที่ใจพัง (Demons)",120236626048230260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[25.11.25][หมิว] ภาคต่อหนังสือขายดี : Demons (E-Book)",120241097287690260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[23.05.25][หมิว] 10 ข้อคิดจากหนังสือ (Witches)",120229195766000260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[21.05.25][หมิว] เมื่อชีวิตพัง! แค่ลองฟังเสียง (Witches)",120229075489590260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[28.05.25][หมิว] หนังสือฉบับลายเซ็น “หมึกซึม” (Ghostly)",120229865813460260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[15.10.25][หมิว] ไม่ได้ไปงานหนังสือ (Witches)",120238859276370260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[14.08.25][หมิว] แจกฟรีวอลเปเปอร์ลายพิเศษ (Ghostly)",120234871945370260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[21.05.25][หมิว] ฉลองยอดขาย 100,000 เล่ม (ปีศาจตัวนั้น)",120229090453480260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[06.08.25][หมิว] 8.8 Free Wallpaper (Tried)",120234484688510260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[04.06.25][หมิว] 6.6 แพ็กคอมโบสุดคุ้ม (Promotion_DD)",120229980843650260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[26.04.25][หมิว] เปลี่ยนชีวิตไปตลอดกาล (Witches)",120228435608160260,2026-03-01,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[23.07.25][หมิว] 10 ประโยคฮีลใจ (Tried)",120233339168110260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
"[06.09.25][หมิว] เรามาไกลแค่ไหน (Demons)",120236329145460260,2026-03-01,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-01,2026-03-01
